t,ion_current_M2,ion_current_M32,E,current1_mA,coll_current,current1,current1_muA,ion_current_M2_sBG_sub,ion_current_M2_sBG_ALS,ion_current_M2_sBG_ALS_sub,ion_current_M2_ALS,ion_current_M2_UVS,ion_current_M2_UVS_sub,ion_current_M2_UVS_ALS,ion_current_M2_UVS_ALS_sub,ion_current_M2_MF,ion_current_M2_MF_sub,j,current1_mA_geo
5336.6,3.553078020442056e-09,1.9457702895027653e-08,-0.0550802191781096,-0.0040463150684936,,-4.046315068493612e-06,-4.046315068493612,1.4468192817735599e-11,-3.5816678111605363e-13,1.4826359598851648e-11,3.550388524077358e-09,3.6080802863083356e-09,-5.5002265866280167e-11,-7.331088234348742e-11,1.8308616477207247e-11,3.550450676243096e-09,2.62734419895962e-12,-10.51413950135477,-0.0105141395013547
5336.700000000002,3.536007854696098e-09,1.944731369613259e-08,-0.0584389767442087,-0.0043456046511651,,-4.345604651165196e-06,-4.345604651165196,-2.601972928222117e-12,-3.6160640048613083e-13,-2.240366527735987e-12,3.550390980124207e-09,3.6080760523531715e-09,-7.2068197657075e-11,-7.330967615454705e-11,1.2414784974720304e-12,3.550450676243096e-09,-1.4442821546998096e-11,-11.291827933976696,-0.0112918279339766
5336.8,3.5332113558010913e-09,1.9451683861878443e-08,-0.060537,-0.0044038311688305,,-4.403831168830581e-06,-4.40383116883058,-5.398471823228917e-12,-3.650480507782255e-13,-5.033423772450692e-12,3.5503934241488e-09,3.608071818940274e-09,-7.486046313918214e-11,-7.330847084662596e-11,-1.551992292556163e-12,3.550367543646413e-09,-1.715618784532288e-11,-11.443126515290547,-0.0114431265152905
5336.9000000000015,3.545330692817737e-09,1.9465483302197812e-08,-0.0624855789473705,-0.0043828947368421,,-4.382894736842182e-06,-4.382894736842181,6.720865193417348e-12,-3.6849172456485924e-13,7.0893569179822056e-12,3.550395855948874e-09,3.608067586069852e-09,-6.273689325211407e-11,-7.330726641458524e-11,1.0570373162471156e-11,3.5503672259668277e-09,-5.036533149089689e-12,-11.388724284406289,-0.0113887242844062
5337.0,3.549684670718233e-09,1.9485862423076853e-08,-0.0644299870129849,-0.0044802467532465,,-4.480246753246546e-06,-4.480246753246546,1.1074843093912844e-11,-3.719374149218949e-13,1.144678050883474e-11,3.550398275320448e-09,3.608063353742122e-09,-5.837868302389012e-11,-7.330606285344098e-11,1.492737982955086e-11,3.550367543646413e-09,-6.82872928181118e-13,-11.6416884416425,-0.0116416884416425
5337.1,3.550367543646413e-09,1.9479230436464063e-08,-0.06340882666672,-0.0044006400000045,,-4.400640000004546e-06,-4.400640000004546,1.1757716022093962e-11,-3.753851149251956e-13,1.2133101137019158e-11,3.550400682059032e-09,3.608059121957301e-09,-5.7691578310887286e-11,-7.330486015820943e-11,1.5613281847322123e-11,3.550450676243096e-09,-8.313259668201716e-14,-11.434834428875789,-0.0114348344288757
5337.200000000002,3.547377091160188e-09,1.9464484580110383e-08,-0.0675960000000082,-0.004728,,-4.728e-06,-4.7280000000000015,8.767263535868268e-12,-3.788348176506226e-13,9.146098353518891e-12,3.550403075960061e-09,3.608054890715604e-09,-6.067779955541561e-11,-7.330365832390682e-11,1.2625858768491206e-11,3.5505657033149118e-09,-3.188612154722858e-12,-12.285462382669088,-0.012285462382669
5337.3,3.543744294475133e-09,1.945853397237569e-08,-0.0710714133333357,-0.0047990933333333,,-4.7990933333333886e-06,-4.7990933333333885,5.134466850813207e-12,-3.8228651617403627e-13,5.5167533669872426e-12,3.5504054568189702e-09,3.608050660017241e-09,-6.430636554210853e-11,-7.330245734554935e-11,8.996091803440807e-12,3.5505657033149118e-09,-6.821408839777921e-12,-12.470194716071346,-0.0124701947160713
5337.4000000000015,3.538698438121538e-09,1.9457464784530428e-08,-0.0722512702702758,-0.0048523513513525,,-4.852351351352551e-06,-4.852351351352551,8.861049721739578e-14,-3.857402035712961e-13,4.74350700788692e-13,3.5504078244308874e-09,3.608046429862432e-09,-6.934799174089414e-11,-7.330125721815325e-11,3.953265477259097e-12,3.5505657033149118e-09,-1.1867265193373732e-11,-12.608582909165664,-0.0126085829091656
5337.5,3.5372582668507805e-09,1.948212776795576e-08,-0.0748063466666436,-0.0050384533333338,,-5.038453333333839e-06,-5.038453333333838,-1.35156077353973e-12,-3.8919587291826084e-13,-9.623649006214689e-13,3.550410178590277e-09,3.608042200251387e-09,-7.078393340060647e-11,-7.330005793673476e-11,2.5161245361283057e-12,3.5505657033149118e-09,-1.3307436464130858e-11,-13.09215924143539,-0.0130921592414353
