t,ion_current_M2,ion_current_M32,ion_current_M44,E,current1_muA,j,current1_mA_geo
117.8,8.777373602941176e-09,4.089091470588236e-08,5.724354654411767e-10,0.0228914166267012,-4.723492952804604,-12.273751054670786,-0.0122737510546707
117.9,8.785146029411764e-09,4.0862973529411766e-08,5.7253000625e-10,0.0180650104114334,-4.812646595769524,-12.505412164426165,-0.0125054121644261
118.0,8.793409705882352e-09,4.0835032352941184e-08,5.719598224264704e-10,0.0132848983030094,-4.814130772935167,-12.509268721688796,-0.0125092687216887
118.1,8.80200088235294e-09,4.0846131617647074e-08,5.71389638602941e-10,0.0083855321869759,-4.970836633619512,-12.91646075988281,-0.0129164607598828
118.2,8.810592058823529e-09,4.08739625e-08,5.699393599264704e-10,0.0036685475804515,-5.052620010495957,-13.128970616089076,-0.013128970616089
118.3,8.801338323529411e-09,4.0901793382352944e-08,5.682551319852937e-10,-0.0011987091871472,-5.143646785589811,-13.365498962373175,-0.0133654989623731
118.4,8.789651191176472e-09,4.0922749852941165e-08,5.668153687500001e-10,-0.0058456671526993,-5.302046760135727,-13.777093067428078,-0.013777093067428
118.5,8.780412411764708e-09,4.094356602941176e-08,5.686234937499997e-10,-0.0107274719629978,-5.458350260699763,-14.183239593751887,-0.0141832395937518
118.6,8.784027485294118e-09,4.0953257647058833e-08,5.704316187500001e-10,-0.0154624034291163,-5.612602265375386,-14.58405541458388,-0.0145840554145838
118.7,8.787642558823529e-09,4.093128705882353e-08,5.7114118125e-10,-0.0201161776175762,-5.850367031524216,-15.201874807656123,-0.0152018748076561
118.8,8.788293617647058e-09,4.090931647058823e-08,5.6981055625e-10,-0.0249606398962343,-6.067740580601061,-15.766708682480752,-0.0157667086824807
118.9,8.785172294117647e-09,4.090154470588236e-08,5.684799312500001e-10,-0.0294699557669384,-6.372487746456635,-16.55857836148745,-0.0165585783614874
119.0,8.782050970588235e-09,4.0905868235294126e-08,5.67316325735294e-10,-0.034268660620364,-6.736137258300428,-17.503502726595933,-0.0175035027265959
119.1,8.785583346863469e-09,4.0910191764705896e-08,5.662508110294118e-10,-0.0388542953878513,-7.078976818294531,-18.394353512890003,-0.01839435351289
119.2,8.791703273062731e-09,4.090803669117647e-08,5.651852963235291e-10,-0.0434431046676541,-7.484265667626209,-19.447475533317157,-0.0194474755333171
119.3,8.797688959558824e-09,4.090445948529413e-08,5.659569110294118e-10,-0.047810811922357,-7.925596851581638,-20.59425168788213,-0.0205942516878821
119.4,8.790384915441176e-09,4.090228154411765e-08,5.669102198529413e-10,-0.0524058810606609,-8.402529273597398,-21.833535810079656,-0.0218335358100796
119.5,8.78308087132353e-09,4.091269698529412e-08,5.675207107011071e-10,-0.0567802284257627,-8.950022721934607,-23.256169093562004,-0.023256169093562
